per,ncli,nd,mttr,nticket
7,59a8184f055a642e80fcea04b86ae5ca,83ee37954ab0407d83439b7c4aa1c39a,1.05,1
6,c34876bcd5358d93247209bb805392e8,811755c178ee9a5ac54eb5293818af1e,11.37,2
2,b68391f0617ca14098764bd66e83c723,bfb9ac2b8d5208f240006e5224bf4238,35.96,2
2,2ae9a4bc644ed5addc39745d5845f017,9335ea84ba4493ace15d70f62dfd0f01,17.95,1
7,1b10bfd2432c27e675e6aa73f02ac4ee,e2aee8ca7c907b5ddf178f7256f3bede,1.62,1
6,c9e497aa5679262587d2385b1a21f9b9,30eba0f71279ecea3217c2c4c48dcc19,1.35,1
2,848e1178e88cde392739737854128a16,b63b395b20bb96ede2cd64098f834da0,20.45,1
3,69ed84e89c0cc326d48615711491b873,4aa784ecec2385da98006cd6148418a3,8.95,1
3,3cfd76b133b7e61911d14cbcc9977756,a36e632bb79219799982c39d333b275b,1.15,1
2,941a22c7292db053d6e01460eb1f1ca0,0df8572cd2aeacc2376373bad2314bcb,11.58,1
3,0f991dd5cc994af4b4f702787234f17d,98442610e54a80cfb2877ee1d9f8aaca,2.25,1
3,5ef0c32f10a1dd4e3634f183bc872e83,e5d943125221145a97ec144f390bac0e,2.01,1
6,d767fff5ed84eb1973d545db971186fa,21ae402c38dcb61b2145f57e722bac4a,2.13,1
2,acacb5b8ffce31ee078427d40b3cbddc,4756a03623fe2429d37c178486e4fc39,24.84,1
2,6200084779d5346bdc292740b8069bca,aced50ac59e20db8c05bfc4729021b7d,16.2,1
6,d39c815b5251de21fd36533bbfa18e8f,6ab6cc23d4909d6d35957a53ad53e71c,1.76,1
6,dc6ab310edc1d48e910fdb1bdac8e07c,3e314dd78ff3ca3c26d1516626dace81,2.5,1
3,ca7d3af5d5e1d7ff1a3b3233f53a94dc,63387d73176e2288a8c54261dd46a1b1,7.05,2
6,793d398ba4bc905a8f0f9855dd70617c,16e42141c32945e2efb0feb53b718bed,2.22,1
3,eb73f7df07dd6f6de094deeef2497a77,0542a833e1a17292b7cdd2db345ef771,24.765,2
3,3b7618cc68dc883b9a94d8eaf055ed25,985b845f1c5b1343a683d59b56c4a190,2.77,1
7,02e5f923e182bbb8b527b8e3ef551e9a,766de65ce6a3cbf4782779f43fb08039,30.01,1
4,714a09ae6d00543dd6e2962a3f2d2414,5a1a784794474a46c3eb15a1043b70de,0.0,1
3,79d56fed01ecc215e803ebad4b461aad,56307dae8894e816d7b85a52b9753cfd,12.73,1
7,f2d5bb9ab2221e0b482b12839d79d6ec,06bfdc535030f5fdc5ad313a95d3029a,2.24,2
2,64bf38a56bbaa79d31522a8391b60013,601b6c906a78c996bb1849f57efbd0fc,1.795,2
3,5b0fcbf66577cbfee116582045139010,0694e965fbd9bdbc755ada4ec5781562,2.76,2
2,ec9d3845bd317fb3544f14f64fdfa873,c47ee44a30e45d4d71623fbb24d82acc,18.36,1
5,0735922dc7f9a1e2c2d799f6498e6a5f,1ac02d067d984e1a39ab3541233499c4,22.08,1
5,41ed93cf220ee1343dc26e7f237da249,c215adcd59df49d18fb22590f8cdb72b,2.79,1
7,1375201a37d7af72fd153da0b8d14619,8ab9782f1a33c5afd84afa83e3a94149,5.54,1
5,9a5459df087b78566172f4fd60f605f7,275a13da2fc1eb8683d43935fc082068,20.01,1
6,aa970aa102689bebb8b4fd8e4ab27f74,9e0cda48d99045b39a11188c085b23af,14.49,1
3,efe31dee4d47c1ec34cac93ade5647e1,eed0b61c0e96bf3c230576b293735a2c,1.15,1
5,68a1b1ada35a457e46287bfad555d905,fe149f2e51367fb4d474e1508bbfccc5,3.24,2
3,5f132742705fd3385b93019036843286,702385f97df12e339541fe6604ab410c,25.405,2
2,f41893b4f999130c9faa2ba5439a2615,75eb2cbbc6d7c801e736026852f9303d,34.57,2
4,24e9644bf3c0d8da016c7a3f2c5f4d6b,f9e29f3cb9ac97e4cfca8a92e000c2e7,4.7,1
3,9dac0336c222406c2af65dd3123ba6e0,07e6baa408feb736cc6b64a7843b3d99,2.72,1
5,39a331b0791ced58ac4c7d1f0d519184,92522844b4fb1dca037fa09083b2c258,40.88,1
7,d8ee6753681095649cae319d63cb0c1e,0efc73617963d449a9496d4e31944d4b,3.75,1
5,c43c472eb4569408b909b30f87172b43,10504a0ba11f94f5ae6c405efbf8407f,20.94,1
4,254a3231a00b7c4868b69c20417c2063,32f22acb948bd98010f515be47ded55b,14.29,1
7,e31bd0c3876431b49de7861b5ffdbbaa,30b6ce63f3da098259a50fcf4e7c45d3,5.6,1
6,e66382522a18eb3e6bbb98cfb4aeb809,600abbde9c0a6c3bc510ca8de672f593,25.72,1
3,c9ef5b981718311766b3b1d87009f8ba,7dab4dd762bacf81b1f0351eb29736c5,4.825,2
4,8b567bddb6c4ef6167c6941552302ddb,978a01bddac60471d21e78812e2c453e,6.08,1
7,2655bd050d312e6345cf656b3c1aa847,47004f9a5db9f6e9e99a0d263bb8f376,21.55,1
7,33a7ce63d0b417fdbc2b540607a592b2,9bc009dfd5da94bd8e0ed6690db3673c,15.06,1
6,2a28d56f4a5971425f7048915ff6c060,1cd58486f604ec96d2bef45d1b5379eb,43.92,1
3,6d25d59e59cd66d787c6d27618115f1c,35fa671e2f65c5d54d5577dffc20b6b9,1.25,1
4,6ab7f6d790ae9c75a27c330fbb0b03fa,7b6bc966b74d8636b174222f127ddf67,0.0,1
4,09c84c09e378bb873061e3f58e67e886,6e627f862ae5dec4c4f471c8afb3c25f,14.49,1
3,c0590e8afe57bfbefe5f3e4e7395b51b,4bec7e5319641fa729b72bda5225f0f6,5.3,1
2,98c6e697729ec66b3bed84f75f2cc1a4,f4ff0ed39a68b1de1962baddd38694f7,0.0,1
5,8e15bfd43577a28059446e5c427e10a2,3efbe2c2e30229697e56efb8a46eb4b5,0.92,1
7,222047e225b7da0860e14c89dfdcf72b,c02b8beedbbd71fd1199e17d01be807c,9.33,1
3,50d18982654a14e84cf6cac6fd211bb3,f5e7ba380c4c9f1e2a8e0c0c13a2f299,8.24,1
4,fab5928d4a903f06d4f32bc25f4a230c,96498411dc585aac2bcdcef2860dbe5b,2.15,1
2,d51a7bfc491e5c791f9c7ca0f506bce8,42e8964eb9638214adaaf4ffa3b1532c,2.67,1
3,e486ebb8c40961e87e9c37d48943214f,da8e53809fdd9b0223fcd3785a59022e,0.0,1
6,0cf306022e94f2502f38b477ee2dec3e,4806184ce3bee940fcd8bb62f5158e33,11.8225,4
3,4e537d52a16717f26648caca60e32ac1,2ac155b94fd3cbb8d81cb59ed0670b1f,0.0,2
7,b59c7610e6bbff6595f348e96b9cc7d7,ee5ca5bd0cbd56bf053940f5dd7f8c0f,5.22,1
2,59706d12ae9493b507e990d9a8653b0a,329f4bcf30b34715aac9b3f6fef58851,13.975,2
3,1d71c61690d994058943cae47b6cc316,88ef95cc64ae6040068fb2510d2384dc,64.42,1
3,57324f1eaad0eddbd81bc3925b86525a,1b193e370b87d562ab30ba728f30130e,13.63,1
2,5e6d96a663805900d48cffe7e17970e7,efaff7551d4c8d6ce474d63db27a497b,0.26,1
5,8b5b0a38daa7b4422d5ac3233c093be9,6318873105b0b4abdcf37ad5dc14d29d,19.15,1
5,5f9dbaaa3d60999b1dc31d997b0ca377,52a0c7b5ba0adddb41e9962b27788b70,3.89,1
5,80332b76e696648719fde27005eb31fe,25566a2fc5f850ebf780bf1353d70d49,6.98,1
3,79743a33784d0dacd691d12e48228341,6e07419ff0be5fa23e7df7a17c5e59d6,0.0,1
6,ae43007b39023413e81b801c71c87192,bfb2c34b71d9e769548cbf31a97899c7,1.5,1
2,e70129f64a626aeb5a77de1e56a81a45,3dc06b170e9ae45e7825e3ca8af84665,23.45,1
3,f473e9f021a933419fcc666a2604cdb6,f95d944f9d25b5d0ac83dc6ebe59787e,3.74,1
6,6aad9ac456ba42444fcf1b6e913581c7,aa604f581a2a69713a2f7566fb3ec879,1.26,1
4,d99d427914a44b0bfde28148649459ff,d428dfc3c9c503909ca5c8de60e1e79d,0.0,1
5,eb68d5a43a674521de87539c21ceede0,fff0b44d56cc02d2506e9b30cb29992c,2.05,1
5,290620ad350341f896414efb6315b60d,c35912b8e0719434dea5b57993b9f891,0.8,1
3,721053ccb9a6efa12539ee0a04871c75,c4410b3ca3d0e2dcce3f322c65cd57ee,12.14,1
4,c02ac3561cbedbcbb0ef659cf7446104,e8dae17af5dd53761e960fba5ebf040d,4.07,1
4,7e17de1dd832aa63cd88eae869d5de58,5018e5eb59516a6f8fcb32756e3e2fdf,3.77,1
4,91691730cb1bd6344fec5dad255ec95c,c6f24db82d8bd3e1a887c8caabd4bcdb,1.96,1
5,658153130d172b053f006b5ef21d2029,7cdba8c2cc1970d0646f4efff4e1fc19,4.215,2
7,e14635d8beb055393322702aa236af53,44d8b79f80e372e29e37442fadd2ed5a,21.025,2
6,6d874e797c86beb9caf12fef9173826b,7d46565816d7140440b1456a12ed3f59,23.385,2
2,df7320ff798840a88046fa2f3c92575e,ebee7f1b07d8853f5d1a00a5f28cf12b,1.37,1
7,e5f7d0f5176f1ea87f1a4f07cd4716e3,fc5f20261c22b39fdb54a7a49fcfb043,3.2,1
7,c7a5b3cbc16ab387813a513b6f856d2e,3cc634e346bd0022123e2ed9454cb7cb,1.04,1
2,1e9d3cee4a0eef05be1cfa8fff9fbf35,9d7f3298b1edc15f2a154c77fba5a495,5.44,1
2,4aea4ccf29f19ebb373e59e7081154af,c8ed0b58d394100b7ddd1e1d366e3d71,1.42,1
7,4a46ca7003e5c862f19e2ddf8974324e,3d65239de0ab1fe7cb5c884e1c24a9d7,14.97,1
7,cf9d1616c019d8189c1cf428a6d183c8,d1b0e8d2b54839ca607efd816b8605de,1.55,1
6,cbd172c1fd24e207d9c905dd87480af7,8e9789594aa5672611aee8ea8fdb1cc7,6.25,1
3,bc2a55b6410791fa88f2da6cd9f41172,16b0ea589662f2c06be9f454872a0e8d,1.725,2
7,bc4aba9ef459e96c0dd87ce41c515af7,aa827a2e8d1d12dc751cad751b6d9853,2.72,1
2,9178b014e7fd0f3cd34401d45047901c,2e8610e74324e06cd2014ab95dce94fc,3.696667,3
3,e0c506a9f939b74a4c430d5f81569eb0,73b9ba1ba8b5d51258dcc8d6d4c78329,83.06,1
3,57cf712d61f14ed76888408b24807b32,3cb845d7f9ec597ddb093782dfa2ca54,0.0,2
4,ea8aad78b01e47b86d5ef806ade4bc3a,7a1431582af18e0c8c1a2fed557c251d,0.03,1
5,b78500cbe2e2c72022abcb00f11ecda6,e72cf3e34491eced88b788c2ef228ea1,4.28,1
3,6df5186bb0e9f81dc927a33623c030e2,37766d4202be346a1e30fbc58db12ceb,16.49,2
3,29c6c693486be51f59f425cf007d33f7,2deb632926e931af6c0208dec90921a4,2.21,1
7,9364e939bfc9fc4b0f58015b94e07b62,dfad10e4e9cf03d601108ab1e0c260d3,2.87,2
7,f95cd09b80bbe7f9042d24fe178f4999,1d09a5dda9cc30c9dc17afdac12bf6dc,1.02,1
4,e45caa5e9cbb0118c1e48e7f9aa1a236,86c8957e22f4b2b0e9710d4e94115bfc,2.4,1
4,8cc7051ab0d383bf5c24b8f3e102410d,aae5a392c290e7cee2e93a8a43307007,5.726667,3
7,c8895b65b0e813e05233fb673c07c01f,4f4e2069677eaa1ffca058a2eaf149f1,1.52,1
7,222b6aabee945a0e015d7355ee0c973e,8264d8c4f48d894784665159e003d212,1.15,1
6,447b8bd4f4b03a855f481a4f59b8e06a,8fb4d279ce54d06cb3c85219cc855671,2.4,1
7,feaece55d2c1500f7cc6cdfe8585bc64,2f37c0baec8ce39db228f6334530a3f0,1.81,1
6,7b18d9c1c75f28f8a252ccb12d511bcb,9b46c4a68253bb27614dfe23b89a4989,0.52,1
7,68ec7dba845b14fa5e0b389413dac3eb,7c3685a2cee2e508d85a8c4810cd3f6a,23.83,1
6,c8cd155fe2cafa4445af6716730e787d,6f0e4579fd031b87f2cd42ce03537d0a,18.63,1
6,41a9fe23766206dd1f2c14ddb7142e18,d2b3bb6acad578cd8623d13b440a2c56,3.13,1
5,848caaa56dd6fe16c78b91fd5ee6be5a,f2c40aa303fc786c6695787f56f17ecd,2.73,1
4,f4d37aa49eedeb49ca0f684f65104f89,42acead32ec6fb96820bf20dc76aa45d,0.9375,4
4,b6b8e9b839e6f8527a07c14e729a3fc8,1ef3f2cec2b04912f94a851235814887,1.97,1
4,d6f36244b493ad18ac48dba6ef964d4b,11b20f22836d458ac30ebaa612480526,1.56,1
7,a37ec272d0441d97308ebd4ad3ed99df,7dfd5a5c125bba80713284c88f51c576,40.78,1
3,fed9f2ff8a55724d23170c8122643010,2457a997326db3ff5ee240d0f6a77458,0.0,1
3,b69a4666344a88c79a474709a9378d38,99ec320b9e421feb0ea4065f05b6d303,71.27,1
5,fd755885ea44428832a820a343154e56,468f59cf6ede951332d976e6ee04557a,10.75,1
3,fcc34afebd5f1dd816cc3d489a9b7572,76bb60ea4007f91cf3224b5b58e160ed,0.25,1
2,2d7ccf54ccbc3f4057512643b476cfde,a646cc8027399862ec8b79e3ad386f15,14.91,1
3,cb686c6d99ed719ba25766cf044affc6,bd1fc1cb26486c4bcd20a95b1993185c,5.31,2
6,4881d3e44721d5e09bc27a99fabba0c3,58f295a9d188b4b24db20bd92cfcd00c,3.485,2
3,39bfeeaa94c063c800866f93c10454fd,f1a24f617e18e7af1326ca5e28f7deef,0.0,1
4,3855426750c028ff85eacd255cfe6b3c,6950f3bb4198faf02e7c628429ee3282,0.38,1
7,4c126f0eb019f7f18019ec9b920d12f2,f4b46f294ff95a74e9fb4654ed220546,21.8,1
4,9b10a890ea4d31b55655453aba3cf87e,5a2626db15ad34238e9533c70fe1ae32,50.1,1
2,be3e030033b210868f12baf90ffabb80,d8e00912f5276f8133ae990ef58c1064,0.15,1
6,b50b3ac6882f3d9da1aca529e65eee69,a4917b097198ebc60df0f29b79259121,8.41,1
7,e86ffcdd148d7ad6e0af922d5bf85a51,67e63df2b661a5053ec70e1091798d38,7.82,1
4,d4a9a1aca1e6e4c41cd8b8afae11602d,8066871bf43b674f5afe8add846981aa,3.58,1
2,be3798b99381fdfe18227b6236ecc42b,55b164d8eff0b0940c7302d2f9560166,6.12,1
5,57906eea1d8d4e93fc8b12def38a37e3,75f044b29b8913d0512304789c880068,15.88,1
3,eb2834609f376e13bca7e721412ff075,5a1092287305c44c231cc17531181192,1.4,1
2,67f67228e070090eb8ae6d61977f2452,d4a995a0763afcae2d51cad321e5f61c,14.0,1
2,97b3fece632ac4d6c875993414ef2bb0,a6ee2ceef66833069a153d0377e55171,3.8,1
4,26eeb7418f3815e870824ab6c290d5d2,ddb3a1a4339b04f7cb1316e81e9cf6d2,2.28,1
2,5591820cfa1020982e6431b992ff1f26,3856ad9e9e71f558a128ecb2049b0596,0.0,1
7,7357b0f2622c421ffbb2f5ae36c421c2,e39c645f38c47cc33ad0281e4fe92381,6.72,1
2,f35e4b36dcf1b08ff61cf988a6a81161,7e11360f6d907d4ed9e8a4b39a8c2244,0.0,3
7,041ece9e8e09bd2198fd4a179fca53bc,717ad034afb74c5f07575c20c39ea080,1.78,1
2,ae6fc422506806bc3bde1f73f8bb6f1e,510a0079038b11a9c76e6afe710cfb3a,65.8,1
6,a6e8c969ecf85e4c3a1ee33f248b9a26,395ba93f5c5c34b3c200f5158b41262e,3.91,1
5,41f5a6af16b208573357a5fbd02b8dbb,a079ee88acb79d644e725eb524a22033,25.74,1
3,c3cb25c60c6994b7c7422173748db062,1a0466ed4e218ed451944b12175c606e,2.69,1
5,083834bc0d973231d4ec6b3adcba022c,ab77605bfd0301bb6003e0a4311e4982,93.73,1
6,7de146ceb23ac9cbd7acbabd54a2ff41,27e11b03b9247569051a4fae67c61a38,0.47,1
5,b780a2c8ed76c035cb9e0f9ca22a23d0,9dbefac923e6163f1f9802c17296a0d0,1.8,1
6,d87f7329fbe97e17e3f1421d74446f8c,546e4fd41fbf1d47b35037fd4d8a1e39,3.83,1
6,5f743743d6c1cf7b11e55a3dc97349e5,3cf254f78142d860f324e7b461751665,1.73,1
3,891a952476f4fb26f25c7568b8dd7eea,a6caf68e1753858929eb79a280bb18bb,0.0,1
3,bf4070d3365c59cf84f0a45d2358b872,d3002a2286a5a990574711839ff8ee12,20.22,1
6,250119f431a761849c764e1d6bf6f906,4a3113ded7c3854fa62a1b868ecd53d1,4.59,1
2,0e8121efb7f0e6ac2a510fb5157a61cd,ad6aa79f8650cee4d2ee11bb3815a579,0.0,1
7,caea65187352c3042bd765d8d0f0b730,f566376ab50295424df64052d4de17b9,13.17,1
6,8725a3e74f814fff36ec5a62b6c17f63,b6828ed0859886da9c66012ccdf39fc8,4.71,1
3,dfbdc9fda1243e90ea679893f549f0eb,f46bd9335e1ffe3802c2d8d1874bc934,7.413333,3
4,f9110b76336b876db7105d85a97a53fe,9f209e0a02bdcd404439807d21243bc3,1.55,1
2,9fbccd3986665fbccef1e3f8155859c9,ab3651987bb03e8c75e6def33c2980bb,1.995,2
3,9687e3a726dddde4e7cfb6f4a2960b1f,b38ed0871ee354da09136492d5a9d889,24.03,1
4,a47a3a255da837ffef9b4a192b494453,8e5931f069a01560d6e5ccf5824d1eb5,0.75,2
7,5ec8f9d127594151cba4e5d7f6e0759a,1a085e53512bbeb747b1dd1483f3054b,4.1,1
6,b3fccf457831d95f1da1ac16cf19fa11,46372b6e3609801278230292c17e4e16,140.45,1
4,1b7419c4d374834ca33f6a670e4acf40,12ccccaed9cde350c5325c6d2d2bdd4a,4.58,1
2,7fed49ec9ddc3910c63be45416a5e784,5124f4ecac8182e4d19f348ce95c8838,0.0,1
2,08d57a4886dad66597c08d4712db038a,b610bcfb424a6abd28cec6ff0b3415a1,1.96,1
5,1c1fbbf749721fb60d74c69c9e9a8230,9fea5ba1fd8fd51ab09ec1ba2dce7dd5,23.45,1
5,a96808e572486252cacd6ee21d794110,f417a8984e2e9366624c2c029dd62821,2.72,1
2,4cc92494d70e3b3cc9dd474278540910,eb37d53ed85790580d7108911664d649,49.38,1
7,b433629e07a1b10ec9074cf196a18853,f1100d95d246e8a7c07a807fad13a965,3.96,1
3,428fcd5ca9537e58f0ad3c4b9266f348,f8cc45aa0727132b801ebd07f2790121,0.17,1
3,adf37965102a2394fde68b0101dd5482,0de7475ba4d32f2299cdb14d109f41d3,0.59,1
7,11b6b4c144e111a7e976ffe23794d0a2,6acc02e10b7347b4971b44df9c23c550,7.4,1
4,626bcc17e4b58dbb1e980e8d15b2c2b7,7320732cbea7e271420e16f3f3b07bc0,2.8,1
6,b9bf20feea23746e765348e6cd3d7f8c,0eeb502388f8c5efea358552138662c7,16.57,1
3,f47f3980cc40717e46ee9c04a8734139,fccac7bc6ecd6c91c195696ab62b0657,0.07,1
5,24819b62513e8a3bd79e50c3d0e2d981,51f5b7990eeb7adcb29cea17b48ab03f,18.62,1
5,61c6f7f6b0f756a7453680a014fcd658,a4617c311711208d6fb3b74790994a79,0.25,1
3,e649d692839ce3f056c6a696037cd4ce,7b7aa4b165e14303b7d409af67a17d20,1.21,1
4,e2c640c8412a5d4ed33109e6861e6a7f,bc72992d9142becfbacf0746fac93767,29.49,1
4,3627bba1b188e08343b15066c9775a9d,52bea1c1a9f714b5af5150710990b9b1,4.186667,3
2,30738de6f20a5ce1d70c1d6d48810e2e,259bdecfd9c03513894dbdbef466e7e8,8.573333,3
3,416033cd681b2d0fb965d39fc4e55906,6d738aff152d4661001a8788b14c9cb3,15.08,1
2,e1f87acae82516240585089da90861e1,3d01fdc716e27b9fe636dc559fd1cd64,1.94,1
4,3a61b97391f0bc06e2a137f13bf4385e,0714aac9e2a57ff60280aa083ab0c078,16.82,1
4,8f255c0f483da6ce00033ca007aaa25b,e379afa18b99597265f4210c5bd0e0b7,0.33,1
6,9f6e588724bfdd66c351d1b719b39ff6,2ddb1c1b2f778aa1b4cb5eaddc6d103e,0.2,1
3,51ef9000f2f21a1873efda607f36080d,98d893f9c93f32834d41f2ea0b01cba3,2.886667,3
4,3bd2d54b16a71f84b9ab1cd708945294,7bec623403171bdfd6bee05b66c8ccff,0.0,1
3,bd247e7501e654ec16717ec82830f73b,b739f33f20fb0139a1d2d7eb75341823,1.59,1
3,3108bce51385bdea2ed27f217bd833f3,fa5b88b649c8e18d9bd6e50e64fe26f6,1.2,1
2,f34cac5e2b0a1cca2a69017dbe1c412f,7a9516c087b19153ccdbc82eb6db794d,2.32,1
5,f8b948cee7ca977699c8b91169631409,96678b37c3c1662edaa4e88d95bc31f7,34.22,1
3,5da2962529d1982ea3124b98edd5bdf4,5a766566ca532f474fde96b954cd20f3,1.98,1
3,2b9c648faf2faabcc93d35613dd05568,11386935ab2320c2b5986ef23cc5adc3,1.69,1
3,006accbbdac89f04c7d16e23dfbaba82,0e9d8866ada344717ca21521faed43d3,2.25,1
3,bf8ffe50e0923a5a62555c5e01714f3d,cacddcb1a12770895359fcc44813c15d,0.0,1
3,b585c55588d0577db7005640a3819f19,2bd2a3a1f8024fe7b82eec8bae716532,25.13,1
4,d94fb0669470940368944f06fe60eec3,9a01736c94e602daee1c552619eac833,0.0,1
2,ffaacad83d8c93d53ee5587d5d35b8cb,3387c8006a83a46803752dc68916695e,0.72,1
2,626fb8b50927d14108383d81ccfb98f6,d7e03796fa8615531c7332e66192bb6e,0.0,1
4,9cb9cf051757a9e04fd5c86072e58403,f50d5ed51490ee4a7f60ed484cc843ed,0.0,1
5,0a478f7394ebf00909307466741bdba2,cdc44f7632cf3356616b92f55aba1e72,3.91,1
6,5a9421c0534c757e19b79243b74bfe7f,b13395855f1b5d754ffdb65fd0b62bc1,9.485,2
7,1c3cc7d23734b9d6543d4fc5c68eb766,3fea537f2103cce400944498b0a27bd4,12.295,2
3,3a63784929bece076dc4dc829c41eef9,32d0fdf3a40ef26d9404f838c1730095,0.915,2
3,0303fb30e8fa56cefa6cea689cbe67ae,f1c735afe72255d4012423ae42ce91a2,0.68,1
3,51d199c2b8bb23bd05c3159d8b42ccf8,f7d8c674ed37808d73fa109e9d301344,3.34,1
5,857da870ddd4b6f5b44f708094c8f61c,e495fc4d4fe7efbefff276e39fed1de1,6.38,1
2,293d355e97e0fab9b83bac412a2fb7ca,bb92e7725d44473537d857be4652b1f2,6.4,1
5,04e39e64e24797a7752e2f64e9916209,16149fa99286cedc3a4956edfa33a092,25.18,1
5,a50581a4ba4b3239179ebee6e19ca52e,758aafd90bfef343dd79a738b7587837,13.51,1
2,5ce5e018524e239e06807df701b057d4,96ce434fb126a4ec60612748496ad0b3,0.0,1
3,2de2e2c57d7ac8abd15f87ec318d272f,2c5f55b017ff756038987e99209b5ee5,15.1,1
3,af2ce0fd42663763c28262545f569466,0f20cbbc062351c52017c9452f3bf2f7,1.15,1
3,3068daa316351a58b126c41b44a66a33,6717c0c5896f07dc8fc11b1536ba31f9,3.845,2
3,d1b7799532a1f9af744213ec21c7b84c,4a54a341ac81409d9acfce336d8abbae,8.06,1
2,b717bd4e436ae952c4155d2c9f7fa28b,066aac7b4f02f6c53207562e34beac4c,2.67,1
6,4e6c2f03234ab3f89b5b0c3cd45baaa7,1328e91c17e71ede5abcbc291cc2dc17,23.19,1
4,473bf6ee206a554361640617057882ce,b2bb4452ac70559429acfaa893a54679,2.44,1
4,212541f20387659f119580a21ae0e2f4,3c19269c2d4f4f335585ba75da997294,2.85,1
7,b1e95482d77a7a6dc325e1da2da3af15,41d90a56b63835203bbc074cb9fe9307,3.29,1
2,31b677d960f403f443dbb22607ee6271,624ac184b579a9cb6a8b6b79c47caa52,3.6,1
2,e8cf1feccb08ef2d1d6c111e7328d8e3,a07134c92572d22bc9e5f452a277cbd9,1.48,1
2,1e04ddde63271fb4e473dc05b3ff3cda,358f97d34ec5758a44912827bd6530df,0.0,1
3,27d0eda7416c6d4ffc38d6b59aed1195,95198474089fc59655ee4d5ce5759671,0.14,1
7,8ecd599bcab73e94299fa6d541d63bf7,e7721b85c2cf83f12cc291e0ba3ca962,2.9,1
2,8c96ee03c8dea6580c20b0a1ba94092e,f118af8cd7ca099cc3967ea7b467cae9,16.49,1
5,d157edc8e6074c7a049d9ec46b375314,0ef1d0384c82837d16427af805575289,2.4,1
2,aa7614334c589e2d0594d31b8a23d7c9,43d07fa491400c023feaae356cd320cd,1.895,2
3,449e016116acb8201a15a40b0c8191c0,3e89137136158f350df085f07dff911c,23.72,1
2,a1770085485ec90a36c271caa11360b3,a8093c868632ad3915c919b60acc4613,21.97,1
7,7c06d5448125de9ab2d167e35ff3070f,2de9aac77037e3c9c1f2ec52ccf38d6f,6.96,1
3,bf946e066478b95ac1bf567ab000c81c,7e031951d982bee47ab8669cfe32eda0,7.755,2
7,82d70f338b5860e83f5ece61406175af,026dec44a8f7cbb4f1955eaae6f17655,24.06,1
2,29b57a89ffe87da67fdf1db6fddcb0c2,0221744ab4c5afee6f50dc9a7a8c7b76,0.0,1
3,8b67cca9692c3a5e9515c69425fa2ce0,73552d2b5d32ffa2c352611797ef6f24,0.0,1
4,405f77a5969daa7931bab73eb4a5dcd7,85d1bbe93fbbd4c997a8c9098a7bea43,3.43,1
2,d9eb66bdbff9eed2eb21f02f5401895d,22523fce7eb5a0473068b18c21796e9c,0.0,2
2,b110b7a253b701003f108f88dcdff2ef,e61f4224e305fb445ba805ce2b7e533b,4.09,1
2,2864619fe62ed47b110137074a65c070,f61cba91fc20d641b1bae00c989f4fb5,14.8,1
4,e505d29855f9428ee9bc6e8a572f0e0e,da98266520b4f4751c43a08039bf9221,15.63,1
2,8ffd0541d33af96d4f498a3f8ad76eb3,a6ff002e1abf70687aa24a862cfbe114,19.77,1
5,973abaefaa45a5f705b091160bbb9aaa,6f6e5ed71f9ee870e47bd91b2ebdd50f,14.42,1
3,e9042163cd53e0c45889a422a30dc944,c12d35876b54adbb624c797e6455ec3a,12.54,1
4,0847685df22073d70e7cc233a4c44749,59092359409627df8302541ecfb11991,0.0,1
6,a04de4df91aeb48da986cb7bcc455496,f94c9dfbe795dcb5ca6c22a7426d7ecb,41.74,1
3,dcada18e306759f12c50e77761a871fb,93fdb9454e0b67c7a25570127a3223be,0.0,1
7,52799c094650b696ed71b5dc6d5ce61f,9d9f64d6f44635e600034f6d796617d8,7.01,1
5,f5a36c6b460e514326b8066b1d788080,c74e42c047604c9f560ed81a7b8d746b,5.57,1
4,573e02a3b9f087cc81c41e07f3abba11,ce805025eb2cc8d0494a8d0b22eb57e9,3.3,1
7,7191d0df00ac094da894bec78f319374,0c56548d56fbe0849ce08e1cd31d08e6,9.53,1
5,80b18d4511ae82d31c99e9412123d161,046daaf8b9bb76fb075a486f20267036,7.98,1
4,b499b8113d87acfcf6a3d56a8fe28565,44adfdf4c63ba9ff65a0a108f712cdc9,0.0,1
3,0e7be5b83ed882a13adfb3683a57a16b,5925d6508a89fd2d8a7de0200edd0edb,0.383333,3
7,ba4e2c44e6c3c1a38f69214164bd6b40,9548fc7056f0a4ab1a938bc6e7021add,0.72,1
4,125991136a6cf08333fe9d1088589663,b49cccf8f1922fb2a050371749759dbe,52.74,1
2,ceff11766477b92068838475cb852592,3978983fe752fd3df40070fc8e057438,3.094,5
5,5ee5d2eb0de4baa52ea0bdbbf9c5fb98,71f8eb07dc1061345906f9de70f9434b,2.32,1
3,bae38c48eb6f6bc5f04c8ee4d38a1e3f,ede86d267d98ae05b5b8cf3a283598ea,0.51,2
2,68fbda35ab9af39c75f4a6e2ff78995b,ec1c339c0272d5e4330930c7367f23ae,7.5125,4
7,ea3e44283d715ed1c46984ca56e0a1fc,eef0e700d2a0bb96b319a6085d7a3db5,5.7,2
3,046119db00ce469b413b87bebabe28a1,462b3a5def02ed520cf12dfdb2af4850,8.983333,3
4,81c10e4587befd463390a43fdb11585c,91d2391619fc8346de9a35f7036034f3,6.15,1
